Hey	UH	hey
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
are	VBP	be
out	RB	out
there	RB	there
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
are	VBP	be
going	VBG	go
through	IN	through
stuff	NN	stuff
.	SENT	.
Some	DT	some
expected	VBN	expect
,	,	,
some	DT	some
unexpected	JJ	unexpected
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
are	VBP	be
hurting	VBG	hurt
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
feel	VBP	feel
lost	VBN	lose
.	SENT	.
I	PP	I
know	VBP	know
the	DT	the
pain	NN	pain
rushes	VBZ	rush
in	IN	in
at	IN	at
the	DT	the
most	RBS	most
inopportune	JJ	inopportune
moments	NNS	moment
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
are	VBP	be
reminding	VBG	remind
yourself	PP	yourself
throughout	IN	throughout
the	DT	the
day	NN	day
that	IN	that
everything	NN	everything
thats	NNS	<unknown>
happened	VBN	happen
is	VBZ	be
for	IN	for
the	DT	the
best	JJS	good
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
miss	VBP	miss
the	DT	the
moments	NNS	moment
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
close	VB	close
your	PP$	your
eyes	NNS	eye
and	CC	and
memories	NNS	memory
rush	VBP	rush
back	RB	back
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
have	VBP	have
deep	JJ	deep
regrets	NNS	regret
and	CC	and
I	PP	I
know	VBP	know
you	PP	you
have	VB	have
things	NNS	thing
you	PP	you
wish	VBP	wish
you	PP	you
could	MD	could
say	VB	say
.	SENT	.
I	PP	I
know	VBP	know
all	PDT	all
this	DT	this
because	IN	because
I	PP	I
feel	VBP	feel
it	PP	it
too	RB	too
.	SENT	.
Stay	VB	stay
strong	JJ	strong
.	SENT	.
Let	VB	let
the	DT	the
good	JJ	good
memories	NNS	memory
overpower	VBP	overpower
the	DT	the
bad	JJ	bad
.	SENT	.
Hug	VB	hug
yourself	PP	yourself
like	IN	like
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
hugged	VBN	hug
.	SENT	.
​Know	NN	<unknown>
that	IN	that
someone	NN	someone
is	VBZ	be
out	RB	out
there	RB	there
loving	VBG	love
you	PP	you
through	IN	through
all	PDT	all
your	PP$	your
hurt	NN	hurt
.	SENT	.
Someone	NN	someone
is	VBZ	be
sharing	VBG	share
in	IN	in
all	PDT	all
your	PP$	your
joyful	JJ	joyful
moments	NNS	moment
even	RB	even
though	IN	though
you	PP	you
cant	VBP	cant
see	VB	see
them	PP	them
.	SENT	.
Love	NN	love
is	VBZ	be
blind	JJ	blind
.	SENT	.
Love	NN	love
ignores	VBZ	ignore
boundaries	NNS	boundary
.	SENT	.
Love	NN	love
is	VBZ	be
the	DT	the
sunrise	NN	sunrise
and	CC	and
the	DT	the
sunset	NN	sunset
.	SENT	.
You	PP	you
are	VBP	be
loved	VBN	love
.	SENT	.
