Hey	UH	hey
guys	NNS	guy
I	PP	I
wanted	VBD	want
to	TO	to
share	VB	share
with	IN	with
you	PP	you
my	PP$	my
view	NN	view
on	IN	on
how	WRB	how
to	TO	to
stop	VB	stop
fearing	VBG	fear
isolation	NN	isolation
and	CC	and
how	WRB	how
to	TO	to
stop	VB	stop
forcing	VBG	force
yourself	PP	yourself
into	IN	into
bad	JJ	bad
social	JJ	social
situations	NNS	situation
out	IN	out
of	IN	of
lonely	JJ	lonely
desperation	NN	desperation
,	,	,
hopefully	RB	hopefully
whoever	WP	whoever
that	DT	that
needs	NNS	need
to	TO	to
hear	VB	hear
it	PP	it
right	RB	right
now	RB	now
finds	VBZ	find
peace	NN	peace
in	IN	in
solitude	NN	solitude
!	SENT	!
Why	WRB	why
having	VBG	have
no	DT	no
friends	NNS	friend
changed	VBD	change
my	PP$	my
life	NN	life
https://youtu.be/4sOOR43NFl4	NN	<unknown>
