Hey	UH	hey
all	RB	all
,	,	,
I	PP	I
have	VBP	have
moved	VBN	move
to	TO	to
a	DT	a
new	JJ	new
city	NN	city
for	IN	for
work	NN	work
and	CC	and
living	VBG	live
alone	RB	alone
in	IN	in
a	DT	a
flat	JJ	flat
currently	RB	currently
.	SENT	.
I	PP	I
like	VBP	like
having	VBG	have
my	PP$	my
own	JJ	own
space	NN	space
and	CC	and
not	RB	not
sharing	VBG	share
with	IN	with
flatmates	NNS	flatmate
.	SENT	.
But	CC	but
recently	RB	recently
feeling	VBG	feel
lonely	JJ	lonely
.	SENT	.
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
anyone	NN	anyone
else	RB	else
apart	RB	apart
from	IN	from
work	NN	work
and	CC	and
they	PP	they
all	RB	all
have	VBP	have
their	PP$	their
own	JJ	own
families	NNS	family
to	TO	to
hangout	NNS	hangout
with	IN	with
.	SENT	.
Tried	VBN	try
matching	NN	matching
with	IN	with
a	DT	a
few	JJ	few
on	IN	on
Bumble	NP	<unknown>
,	,	,
but	CC	but
did	VBD	do
n't	RB	n't
vibe	NN	<unknown>
with	IN	with
them	PP	them
.	SENT	.
Any	DT	any
other	JJ	other
way	NN	way
I	PP	I
can	MD	can
make	VB	make
friends	NNS	friend
or	CC	or
meet	VB	meet
new	JJ	new
people	NNS	people
?	SENT	?
