Hey	UH	hey
I	PP	I
'm	VBP	be
new	JJ	new
here	RB	here
.	SENT	.
It	PP	it
's	VBZ	be
not	RB	not
that	IN	that
I	PP	I
'm	VBP	be
not	RB	not
good	JJ	good
at	IN	at
making	VBG	make
a	DT	a
conversation	NN	conversation
,	,	,
I	PP	I
just	RB	just
do	VBP	do
n't	RB	n't
want	VB	want
to	TO	to
.	SENT	.
I	PP	I
have	VBP	have
very	RB	very
few	JJ	few
friends	NNS	friend
(	(	(
online	JJ	online
only	NN	only
)	)	)
and	CC	and
I	PP	I
do	VBP	do
n't	RB	n't
even	RB	even
talk	VB	talk
to	TO	to
them	PP	them
daily	RB	daily
and	CC	and
they	PP	they
do	VBP	do
n't	RB	n't
know	VB	know
much	RB	much
about	IN	about
me	PP	me
.	SENT	.
I	PP	I
think	VBP	think
I	PP	I
'm	VBP	be
more	RBR	more
mature	JJ	mature
than	IN	than
people	NNS	people
around	IN	around
me	PP	me
so	IN	so
I	PP	I
do	VBP	do
n't	RB	n't
like	VB	like
to	TO	to
talk	VB	talk
to	TO	to
them	PP	them
and	CC	and
when	WRB	when
I	PP	I
find	VBP	find
such	JJ	such
people	NNS	people
who	WP	who
are	VBP	be
better	JJR	good
than	IN	than
me	PP	me
,	,	,
I	PP	I
hesitate	VBP	hesitate
to	TO	to
talk	VB	talk
to	TO	to
them	PP	them
bc	NN	bc
they	PP	they
'll	MD	will
think	VB	think
I	PP	I
'm	VBP	be
dumb	JJ	dumb
and	CC	and
will	MD	will
start	VB	start
ignoring	VBG	ignore
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
do	VBP	do
n't	RB	n't
talk	VB	talk
to	TO	to
ppl	NN	<unknown>
at	IN	at
all	DT	all
,	,	,
if	IN	if
they	PP	they
try	VBP	try
to	TO	to
start	VB	start
a	DT	a
conversation	NN	conversation
,	,	,
I	PP	I
can	MD	can
continue	VB	continue
but	CC	but
I	PP	I
never	RB	never
start	VBP	start
that	DT	that
.	SENT	.
Feel	VB	feel
me	PP	me
?	SENT	?
