Hey	UH	hey
guys	NNS	guy
,	,	,
I	PP	I
’ve	VBP	have
lived	VBN	live
in	IN	in
the	DT	the
city	NN	city
for	IN	for
years	NNS	year
and	CC	and
realized	VBN	realize
how	WRB	how
hard	JJ	hard
it	PP	it
is	VBZ	be
to	TO	to
just	RB	just
find	VB	find
someone	NN	someone
to	TO	to
grab	VB	grab
a	DT	a
coffee	NN	coffee
with	IN	with
or	CC	or
spot	VB	spot
you	PP	you
at	IN	at
the	DT	the
gym	NN	gym
if	IN	if
your	PP$	your
friends	NNS	friend
are	VBP	be
busy	JJ	busy
.	SENT	.
So	RB	so
I	PP	I
built	VBD	build
this	DT	this
:	:	:
Buddy2Buddy	NN	<unknown>
.	SENT	.
It	PP	it
’s	VBZ	be
a	DT	a
marketplace	NN	marketplace
for	IN	for
platonic	JJ	Platonic
companionship	NN	companionship
.	SENT	.
We	PP	we
are	VBP	be
currently	RB	currently
looking	VBG	look
for	IN	for
people	NNS	people
who	WP	who
want	VBP	want
to	TO	to
sign	VB	sign
up	RP	up
as	IN	as
"	``	"
Buddies	NP	<unknown>
"	''	"
(	(	(
to	TO	to
earn	VB	earn
money	NN	money
by	IN	by
socializing	VBG	socialize
)	)	)
.	SENT	.
I	PP	I
just	RB	just
designed	VBD	design
this	DT	this
landing	NN	landing
page	NN	page
.	SENT	.
Does	VBZ	do
it	PP	it
get	VB	get
the	DT	the
message	NN	message
across	IN	across
,	,	,
or	CC	or
is	VBZ	be
the	DT	the
"	``	"
Rent	NP	Rent
a	DT	a
Friend	NP	Friend
"	''	"
text	NN	text
too	RB	too
aggressive	JJ	aggressive
for	IN	for
an	DT	an
Indian	JJ	Indian
audience	NN	audience
?	SENT	?
Link	NN	link
:	:	:
buddy2buddy.xyz	NP	<unknown>
