Hey	UH	hey
,	,	,
I	PP	I
'm	VBP	be
a	DT	a
33yo	JJ	<unknown>
male	NN	male
,	,	,
no	DT	no
partner	NN	partner
and	CC	and
I	PP	I
lost	VBD	lose
my	PP$	my
job	NN	job
.	SENT	.
I	PP	I
have	VBP	have
n't	RB	n't
found	VBN	find
a	DT	a
job	NN	job
in	IN	in
half	PDT	half
a	DT	a
year	NN	year
.	SENT	.
I	PP	I
have	VBP	have
been	VBN	be
feeling	VBG	feel
lonely	JJ	lonely
ever	RB	ever
since	IN	since
my	PP$	my
traumatic	JJ	traumatic
mobbing	VBG	mob
experience	NN	experience
in	IN	in
elementary	JJ	elementary
school	NN	school
.	SENT	.
I	PP	I
am	VBP	be
in	IN	in
therapy	NN	therapy
,	,	,
but	CC	but
every	DT	every
time	NN	time
I	PP	I
remember	VBP	remember
the	DT	the
verbal	JJ	verbal
and	CC	and
physical	JJ	physical
violence	NN	violence
I	PP	I
almost	RB	almost
throw	VB	throw
up	RP	up
.	SENT	.
I	PP	I
am	VBP	be
in	IN	in
a	DT	a
sports	NNS	sport
club	NN	club
,	,	,
but	CC	but
everytime	RB	<unknown>
I	PP	I
ask	VBP	ask
to	TO	to
go	VB	go
for	IN	for
coffee	NN	coffee
,	,	,
everyone	NN	everyone
declines	NNS	decline
.	SENT	.
I	PP	I
have	VBP	have
2	CD	@card@
friends	NNS	friend
which	WDT	which
I	PP	I
see	VBP	see
every	DT	every
2	CD	@card@
weeks	NNS	week
.	SENT	.
But	CC	but
most	JJS	most
days	NNS	day
I	PP	I
sit	VBP	sit
in	IN	in
my	PP$	my
apartment	NN	apartment
,	,	,
incredibly	RB	incredibly
depressed	VBN	depress
,	,	,
because	IN	because
I	PP	I
cannot	MD	can
self	NN	self
motivate	VBP	motivate
to	TO	to
do	VB	do
anything	NN	anything
and	CC	and
there	EX	there
is	VBZ	be
nobody	NN	nobody
around	RB	around
to	TO	to
interact	VB	interact
with	IN	with
.	SENT	.
I	PP	I
wish	VBP	wish
I	PP	I
had	VBD	have
the	DT	the
motivation	NN	motivation
to	TO	to
do	VB	do
things	NNS	thing
that	WDT	that
would	MD	would
help	VB	help
,	,	,
like	IN	like
going	VBG	go
out	RP	out
and	CC	and
looking	VBG	look
for	IN	for
a	DT	a
job	NN	job
,	,	,
but	CC	but
I	PP	I
often	RB	often
do	VBP	do
n't	RB	n't
.	SENT	.
I	PP	I
'm	VBP	be
really	RB	really
mad	JJ	mad
with	IN	with
my	PP$	my
brain	NN	brain
for	IN	for
sabotaging	VBG	sabotage
me	PP	me
like	IN	like
this	DT	this
,	,	,
because	IN	because
I	PP	I
have	VBP	have
all	DT	all
it	PP	it
takes	VBZ	take
to	TO	to
be	VB	be
a	DT	a
happy	JJ	happy
man	NN	man
with	IN	with
a	DT	a
job	NN	job
and	CC	and
a	DT	a
partner	NN	partner
.	SENT	.
It	PP	it
has	VBZ	have
become	VBN	become
harder	JJR	hard
and	CC	and
harder	JJR	hard
to	TO	to
write	VB	write
job	NN	job
applications	NNS	application
and	CC	and
to	TO	to
ask	VB	ask
out	RP	out
women	NNS	woman
,	,	,
because	IN	because
I	PP	I
have	VBP	have
lost	VBN	lose
faith	NN	faith
in	IN	in
succeeding	VBG	succeed
.	SENT	.
Is	VBZ	be
there	RB	there
anything	NN	anything
I	PP	I
can	MD	can
do	VB	do
?	SENT	?
Whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
it	PP	it
has	VBZ	have
to	TO	to
be	VB	be
something	RB	something
small	JJ	small
I	PP	I
can	MD	can
do	VB	do
and	CC	and
it	PP	it
must	MD	must
give	VB	give
me	PP	me
swift	JJ	swift
positive	JJ	positive
feedback	NN	feedback
.	SENT	.
Otherwise	RB	otherwise
I	PP	I
will	MD	will
simply	RB	simply
loose	VB	loose
heart	NN	heart
and	CC	and
stop	NN	stop
.	SENT	.
Going	VBG	go
to	TO	to
the	DT	the
gym	NN	gym
works	VBZ	work
sometimes	RB	sometimes
,	,	,
because	IN	because
I	PP	I
believe	VBP	believe
that	IN	that
it	PP	it
makes	VBZ	make
me	PP	me
stronger	JJR	strong
and	CC	and
being	VBG	be
able	JJ	able
to	TO	to
increase	VB	increase
the	DT	the
weight	NN	weight
gives	VBZ	give
me	PP	me
a	DT	a
dopamine	NN	dopamine
high	NN	high
.	SENT	.
But	CC	but
some	DT	some
days	NNS	day
that	WDT	that
does	VBZ	do
n't	RB	n't
work	VB	work
either	RB	either
.	SENT	.
I	PP	I
am	VBP	be
grateful	JJ	grateful
for	IN	for
any	DT	any
support	NN	support
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
advice	NN	advice
,	,	,
remember	VBP	remember
it	PP	it
needs	VBZ	need
to	TO	to
be	VB	be
actionable	JJ	actionable
and	CC	and
have	VB	have
a	DT	a
short	JJ	short
feedback	NN	feedback
loop	NN	loop
to	TO	to
work	VB	work
for	IN	for
me	PP	me
.	SENT	.
I	PP	I
am	VBP	be
also	RB	also
grateful	JJ	grateful
for	IN	for
just	JJ	just
messages	NNS	message
of	IN	of
sympathy	NN	sympathy
,	,	,
because	IN	because
they	PP	they
make	VBP	make
me	PP	me
feel	VBP	feel
like	IN	like
I	PP	I
'm	VBP	be
not	RB	not
alone	RB	alone
in	IN	in
this	DT	this
world	NN	world
.	SENT	.
I	PP	I
wish	VBP	wish
all	DT	all
of	IN	of
you	PP	you
out	IN	out
there	RB	there
nothing	NN	nothing
but	CC	but
the	DT	the
best	JJS	good
!	SENT	!
