Hey	UH	hey
guys	NNS	guy
,	,	,
Towards	NP	<unknown>
the	DT	the
end	NN	end
of	IN	of
2025	CD	@card@
I	PP	I
was	VBD	be
feeling	VBG	feel
lonely	JJ	lonely
and	CC	and
without	IN	without
purpose	NN	purpose
despite	IN	despite
having	VBG	have
people	NNS	people
around	IN	around
me	PP	me
,	,	,
I	PP	I
often	RB	often
felt	VBD	feel
like	IN	like
I	PP	I
could	MD	could
n't	RB	n't
say	VB	say
my	PP$	my
genuine	JJ	genuine
thoughts	NNS	thought
because	IN	because
I	PP	I
had	VBD	have
to	TO	to
be	VB	be
what	WP	what
people	NNS	people
expected	VBN	expect
of	IN	of
me	PP	me
-	NN	<unknown>
especially	RB	especially
for	IN	for
me	PP	me
,	,	,
growing	VBG	grow
up	RP	up
in	IN	in
an	DT	an
environment	NN	environment
with	IN	with
other	JJ	other
men	NNS	man
who	WP	who
do	VBP	do
n't	RB	n't
talk	VB	talk
much	RB	much
about	IN	about
their	PP$	their
feelings	NNS	feeling
so	IN	so
they	PP	they
can	MD	can
show	VB	show
they	PP	they
are	VBP	be
tough	JJ	tough
,	,	,
I	PP	I
never	RB	never
had	VBD	have
any	DT	any
male	JJ	male
role	NN	role
models	NNS	model
I	PP	I
could	MD	could
look	VB	look
up	RP	up
to	TO	to
who	WP	who
displayed	VBD	display
vulnerability	NN	vulnerability
-	NN	<unknown>
the	DT	the
only	JJ	only
source	NN	source
I	PP	I
got	VBD	get
from	IN	from
this	DT	this
was	VBD	be
online	JJ	online
&	CC	&
ironically	RB	ironically
that	WDT	that
ai	VBP	ai
n't	RB	n't
always	RB	always
good	JJ	good
.	SENT	.
These	DT	these
feelings	NNS	feeling
I	PP	I
've	VBP	have
had	VBD	have
for	IN	for
years	NNS	year
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
have	VB	have
a	DT	a
purpose	NN	purpose
where	WRB	where
I	PP	I
could	MD	could
display	VB	display
a	DT	a
vulnerable	JJ	vulnerable
side	NN	side
of	IN	of
me	PP	me
that	IN	that
I	PP	I
've	VBP	have
never	RB	never
really	RB	really
expressed	VBN	express
.	SENT	.
I	PP	I
used	VBD	use
this	DT	this
to	TO	to
build	VB	build
an	DT	an
app	NP	App
called	VBD	call
BeHuman	NP	<unknown>
,	,	,
where	WRB	where
you	PP	you
send	VBP	send
&	CC	&
receive	VBP	receive
one	CD	one
message	NN	message
from	IN	from
a	DT	a
stranger	NN	stranger
each	DT	each
day	NN	day
and	CC	and
can	MD	can
get	VB	get
your	PP$	your
thoughts	NNS	thought
off	IN	off
your	PP$	your
mind	NN	mind
&	CC	&
feel	VB	feel
small	JJ	small
but	CC	but
genuine	JJ	genuine
daily	JJ	daily
connection	NN	connection
.	SENT	.
You	PP	you
can	MD	can
be	VB	be
as	RB	as
anonymous	JJ	anonymous
as	IN	as
you	PP	you
like	IN	like
-	NN	<unknown>
I	PP	I
actually	RB	actually
found	VBD	find
I	PP	I
like	IN	like
sharing	VBG	share
more	JJR	more
about	IN	about
myself	PP	myself
to	TO	to
a	DT	a
stranger	NN	stranger
than	IN	than
a	DT	a
friend	NN	friend
because	IN	because
a	DT	a
stranger	NN	stranger
does	VBZ	do
n't	RB	n't
have	VB	have
the	DT	the
expectations	NNS	expectation
of	IN	of
me	PP	me
that	WDT	that
have	VBP	have
been	VBN	be
created	VBN	create
by	IN	by
those	DT	those
around	IN	around
me	PP	me
in	IN	in
real	JJ	real
life	NN	life
.	SENT	.
It	PP	it
feels	VBZ	feel
like	IN	like
a	DT	a
daily	JJ	daily
mindfulness	NN	mindfulness
practice	NN	practice
to	TO	to
me	PP	me
and	CC	and
I	PP	I
hope	VBP	hope
other	JJ	other
can	MD	can
resonate	VB	resonate
with	IN	with
this	DT	this
too	RB	too
.	SENT	.
I	PP	I
've	VBP	have
received	VBN	receive
some	DT	some
really	RB	really
beautiful	JJ	beautiful
messages	NNS	message
from	IN	from
strangers	NNS	stranger
already	RB	already
,	,	,
I	PP	I
wholeheartedly	RB	wholeheartedly
just	RB	just
believe	VB	believe
this	DT	this
is	VBZ	be
now	RB	now
my	PP$	my
purpose	NN	purpose
and	CC	and
I	PP	I
've	VBP	have
never	RB	never
felt	VBN	feel
more	RBR	more
free	RB	free
expressing	VBG	express
myself	PP	myself
through	IN	through
this	DT	this
creation	NN	creation
,	,	,
I	PP	I
hope	VBP	hope
those	DT	those
who	WP	who
use	VBP	use
it	PP	it
can	MD	can
benefit	VB	benefit
similarly	RB	similarly
.	SENT	.
